filename,topic_id,topic_keywords
001.txt,1,"public comment, important outcome, close contact, close attention, , , , , , "
002.txt,0,"general assembly, electric transmission, new data, electric sales, various stages, public interest, strong operating, regulatory approval, solar projects, military installations"
003.txt,-1,Outlier
004.txt,0,"general assembly, electric transmission, new data, electric sales, various stages, public interest, strong operating, regulatory approval, solar projects, military installations"
005.txt,0,"general assembly, electric transmission, new data, electric sales, various stages, public interest, strong operating, regulatory approval, solar projects, military installations"
006.txt,0,"general assembly, electric transmission, new data, electric sales, various stages, public interest, strong operating, regulatory approval, solar projects, military installations"
007.txt,-1,Outlier
008.txt,0,"general assembly, electric transmission, new data, electric sales, various stages, public interest, strong operating, regulatory approval, solar projects, military installations"
009.txt,0,"general assembly, electric transmission, new data, electric sales, various stages, public interest, strong operating, regulatory approval, solar projects, military installations"
010.txt,0,"general assembly, electric transmission, new data, electric sales, various stages, public interest, strong operating, regulatory approval, solar projects, military installations"
011.txt,0,"general assembly, electric transmission, new data, electric sales, various stages, public interest, strong operating, regulatory approval, solar projects, military installations"
012.txt,-1,Outlier
013.txt,0,"general assembly, electric transmission, new data, electric sales, various stages, public interest, strong operating, regulatory approval, solar projects, military installations"
014.txt,0,"general assembly, electric transmission, new data, electric sales, various stages, public interest, strong operating, regulatory approval, solar projects, military installations"
015.txt,0,"general assembly, electric transmission, new data, electric sales, various stages, public interest, strong operating, regulatory approval, solar projects, military installations"
016.txt,0,"general assembly, electric transmission, new data, electric sales, various stages, public interest, strong operating, regulatory approval, solar projects, military installations"
017.txt,0,"general assembly, electric transmission, new data, electric sales, various stages, public interest, strong operating, regulatory approval, solar projects, military installations"
018.txt,0,"general assembly, electric transmission, new data, electric sales, various stages, public interest, strong operating, regulatory approval, solar projects, military installations"
019.txt,0,"general assembly, electric transmission, new data, electric sales, various stages, public interest, strong operating, regulatory approval, solar projects, military installations"
020.txt,0,"general assembly, electric transmission, new data, electric sales, various stages, public interest, strong operating, regulatory approval, solar projects, military installations"
021.txt,0,"general assembly, electric transmission, new data, electric sales, various stages, public interest, strong operating, regulatory approval, solar projects, military installations"
022.txt,0,"general assembly, electric transmission, new data, electric sales, various stages, public interest, strong operating, regulatory approval, solar projects, military installations"
023.txt,0,"general assembly, electric transmission, new data, electric sales, various stages, public interest, strong operating, regulatory approval, solar projects, military installations"
024.txt,0,"general assembly, electric transmission, new data, electric sales, various stages, public interest, strong operating, regulatory approval, solar projects, military installations"
025.txt,0,"general assembly, electric transmission, new data, electric sales, various stages, public interest, strong operating, regulatory approval, solar projects, military installations"
026.txt,0,"general assembly, electric transmission, new data, electric sales, various stages, public interest, strong operating, regulatory approval, solar projects, military installations"
027.txt,0,"general assembly, electric transmission, new data, electric sales, various stages, public interest, strong operating, regulatory approval, solar projects, military installations"
028.txt,0,"general assembly, electric transmission, new data, electric sales, various stages, public interest, strong operating, regulatory approval, solar projects, military installations"
029.txt,0,"general assembly, electric transmission, new data, electric sales, various stages, public interest, strong operating, regulatory approval, solar projects, military installations"
030.txt,0,"general assembly, electric transmission, new data, electric sales, various stages, public interest, strong operating, regulatory approval, solar projects, military installations"
031.txt,0,"general assembly, electric transmission, new data, electric sales, various stages, public interest, strong operating, regulatory approval, solar projects, military installations"
032.txt,0,"general assembly, electric transmission, new data, electric sales, various stages, public interest, strong operating, regulatory approval, solar projects, military installations"
033.txt,0,"general assembly, electric transmission, new data, electric sales, various stages, public interest, strong operating, regulatory approval, solar projects, military installations"
034.txt,0,"general assembly, electric transmission, new data, electric sales, various stages, public interest, strong operating, regulatory approval, solar projects, military installations"
035.txt,0,"general assembly, electric transmission, new data, electric sales, various stages, public interest, strong operating, regulatory approval, solar projects, military installations"
